Name,Type,Latitude,Longitude,Address,Rating,Description,Photo URL,Google Maps Link
Buchhandlung Michaelsbund & Showroom,book_store,48.1376252,11.5667841,"Herzog-Wilhelm-Straße 5, München-Altstadt-Lehel",4.7,Book_store. Rating: 4.7.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2ARghAqkRqIw2mWmZH-mGts5N7_n4Q7im_HxkAaX0TVEn5EZiJvdB44IlsyWAU1de2IFRbhY0hXA0nFHsrvtrAPVzQ7Zk_WI5AiBLgOQfX9eJ2UFdxKz6kw3ZDPZgwvdgpHFYCHpWN8LdZdHGOHi3e9UCMo4a4GCruvI57ix1RZ24A8MVE0e_I2Pa9bCfLz1DBfekv_wZzHRR6vs5PkYhT-mcJXW4HxM5_py1VVcAGD6aDcI21B89WJfZ5l9EucidbvWiGdvMhQ7UYj4PZtXa9R3DHhVu0JrZHhSxCxcjtq3gStn6wFCUfIKB99f_8vQ9COv2pvPo&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJkQqdXfZ1nkcRQTbtrLsp6_A
Dr. Anton Kovac,book_store,48.1585623,11.5712644,"Elisabethstraße 18, München-Schwabing-West",No rating,Book_store. Rating: No rating.,,https://www.google.com/maps/place/?q=place_id:ChIJeyGfMMN1nkcR98kbzzKicsI
Hans Hammerstein oHG,book_store,48.1496724,11.575343,"Türkenstraße 37, München-Maxvorstadt",5,Book_store. Rating: 5.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0ivDnO5FjZUW5rQhNkse2kUsIsjeSVZdvFmMU8jcwv5l1Juxu2mfOEWZ-DLIQ5qyIoKUdivGaRkNSM3VYV3YZIXamb_C2BDzCPsiF7azwGGNs7SWvbjWXSrUnN_133oS88cazjEr1S1uS2j3XMIN2hLGQ_qmY5pXdLd1xxRAxUGqN6jOo-nlOZK-7DEG7VaV-NXjQ8U-7LwnWwJtPKtryW3aXVtkp8A3z6rqWA4xQ6Zd4W5rkp0Us-7SmXT7ydYVf0FFiMJ_35FbruTiTiYmQdjvD2xDtLM5vgCvNuU_YdHsh70xY98gkTMM99PNbnUtNLm_lhesw5Jw147hzr8BZwGPVSmPzNckNI1I_hnriLmVEHRiKOKPGD3cJjHsKlOM492miaT8I5K3_BOmpz5tizhbzTXVjxIzKV3JN8XGebD_6NUXNQw2lRoCoJrqCvuJIKS3l1gH6fLlUi7ktZUjd_UgD9ptW3HGyyzrnmNYi_cw-6B2I5B8cMWMT9DYayP2CSoa1JWPpVqGMQbKw0o_77EUamR8nmrscrxWwHzloDAenK5LkCJWX39Wg-oXHfhHdg_I2iD9bmF44JjnZaL3JtCivieDCUZTK9B3fX_OLK3XHqZ6NokdS_l4d9KdSwgTfUMCwd&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJgxY0dOx1nkcRo8ApaYikMKo
The Munich Readery Secondhand English Books,book_store,48.153001,11.565726,"Augustenstraße 104, München-Maxvorstadt",4.7,Mom-&-pop shop providing an array of secondhand English books & espresso drinks in a chill setting.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN1nLviVQ6iA8YZjStBCWa4mCnakcplyV9DjvMZwaLKLx8ZT1VqxpDp1opqKLLYB5FWFs8WHO2aI9BZMxOKLU5KWY5OxLwR4bRwEE9YZe8SMsgbPo4RwW9MGuNop4fHrVe9ACASEJ4vVq0WQMXMv5S28Ypk6gc_f8VIBABeTQp0p5j8GlGCnDdur1uDYXnctwTW1l9lJmWXM11n6474Cdx1FmGikb7A8uli-2qSX4OdZcXKmVoLyyV9WVGbeDDuJWkFI4WpyLqafjUO9QHZgnVWMw3D8uNkm7t5N0RF2S2poZGz0RYw-kroynIiBU_UQkmMhLjIYi_wluMWrlXp2F-JCxbNq8KI_6uRngVj3RofJfFHs4jDNT9QjGVFy-wIC0OyfxPLhlS1N_D4nTWNyOwN8uNZUcp9JtZjzparmuEXqVdxBNgYecGYBKz6jJ_SlRu111UOXj-QZgmlGBd458BuwALI6UKiGgi5TFi2JAi-IqugPerqMqQh96-WjhokGO8z9T_q1HOWhNoSMNPHhcYTMr6r4tgq1G9L7FFBWqbqXbphTpHh3qp35PdrZ2I8qEfZNjDsOA2NiNH9cMBfMFCl26d1xZojo4b5V0JpQf8yPOsO_NKFWT9ZyLR6u5gott2wiiA&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJD_RSUOZ1nkcR5u-0fDaGIJE
Buchhandlung Walther König GmbH & Co. KG,book_store,48.1472214,11.563543,"Lenbachhaus, Luisenstraße 33, München-Maxvorstadt",3.7,Book_store. Rating: 3.7.,,https://www.google.com/maps/place/?q=place_id:ChIJsfd8N4kBCUERQCxY7aEDEno
Oxfam Shop München Maxvorstadt,book_store,48.1523516,11.5771722,"Türkenstraße 81, München-Maxvorstadt",3.4,Book_store. Rating: 3.4.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN26R26EuwICM5gvSb7hGIvN5rWhtKn_2NaPBlJGwZ04vbYjJUgAg2fp3QHUksRW4shmfUsqR5LOJQfRxxkFEREDNY1gOufz-UuyZL0kih5sPUVnjYQODbKhdrs8utqFG-w_jlTHPYwEnxMbHmRPJvY5oPzKiCA1-HSTNbOwOq1HV2I53Xlf002tGftH1B87F6dyb0wEWSB0X9CeLLs4OhilhZQ60EB8At5PuQhLyMrySvLyqzGgEao0eTUgUAwKoUugFFFSEEWsGXI9tn6CNcjPuzwcpwI0MDF_PTPVC-jBbxmROR_O28C2jmvIxb97vHf96xx-xd4&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJY_1lUup1nkcRy6OikKcHUJw
FRIEDE + STERN Geschenke Boutique Feinkost Einrichtung Papeterie Bücher,book_store,48.15783200000001,11.5743364,"Elisabethplatz 2, München",4.2,Book_store. Rating: 4.2.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN21DsKyU_TP3UhFD9-4U2O7_7XgrFxwL9UzqPXdJOsLN7vRhoNx5bOQ9KWtPhSWqXAbOobKICgrvIshxVBp1uzN5FzikSAhDVnjTLi_sg0ZkAc0PN2vOHV2OoyfEutccwzOMD-NgNEeh-Y-nzEq9cuS8qqH_hal4k5V5aqDPtXQKZmgiNYpzrnrPn4RZQf-DNBakersgnlU2zX29Qt866sizKQYXKx4_IrjvbMM8QVyJ9zs9Y3VIFHRQRZkkwx8cmCNu37qBC_zToPnob3-ME4PV5lyDHxa8DsUqE6IAZe_F_wCfrrNgvkY6T82zsUF_VsdW1nzdWc&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJu-AZrsN1nkcR8m6qgie8co0
Buch & Töne,book_store,48.1492359,11.5779349,"Amalienstraße 46, München-Maxvorstadt",4.8,Book_store. Rating: 4.8.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0fHJ4Hn5RXUZ4DpaIgYOI0K1w1HR5EpkMaezZRvGmpiTr_wNres9Svi5Gq9KGfVER-QS5bl-K_Q9emQy_qO6VcxLgWd3YqaUicQKQFjFogZSS-hewJcQYAebUxfn2n2ILsoZcHJVMPFfNxpI0M4CkHHWQU9wWnt3gbOZ3szVJ9rEjYVtTm7pyYWlP5FFg93grdNtI8xbh9bcZDhZnIzR-VIAppi14B0UshEoot2K67QXoQBOOhLySLIrPq6Ve6s2Xx9S5MQO0vFwip4CujYSrvDlsZWrcGNAoyJMriibGBZwjbc2FEzFtBAAP_xRFDwE8bV5cHeqRDaAhFNrXZEb1ubzVScsgbpnYpmDRjaKvrPuqU89XfjvP6XiyQoum9vU11F7HIAsAkHK3xqQ5S-0-3SBKBq4lt8crQvuesQlgrN9o2sr-cDx7WQo9OsSM9nETkhF8qu9aU0o3tlEjznx5eHN4KCNt4FlOwFDoWa6d-VkYM6iUHWEsfgm7OcC4sXjH9XOP1Vd_hAO-rTQdWVT_L5JDC3geulFasuE1oygSM27f7ZDdDxL_Z59LntTHAcVHR5_urX8T9epPE2RPOs4lmJeO8sD7O55lWOv5iRJrXDExONOKcWNvnE3uqhbt3&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJn1N3nux1nkcRAXpxPCL9VAk
Autorenbuchhandlung ABC GmbH,book_store,48.1629634,11.5837203,"Wilhelmstraße 41, München-Schwabing-Freimann",4.9,Book_store. Rating: 4.9.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN14SU-sFnXol2MBY2NEe48qWrpPrC6d2Xzuu6P8yWAjJBhaDBZ6i_Xhk68w82ClAx-_mkmVqmmFbAkc38zNOYhOQdo9w1BfSmHi-lS7tHN-lmH-y56GhL-ZecKE7S5WAa8kOiwwS9_A3KoY-yYRATB3FKkZytesOfqfqOc5qhXOVS-GKwWVY5yeBNEze4cvQn58MINH5HQfaqwRMDmE_l2KPuxMP5DEMNjb2rg-qmcsgYXssKwAItXqPDfq92v2ifso5utZJIBNHyHJzNTZTsdg-biTNSdP2bvFl_wqb3o5Rk1npOKlXwA7hqgvLwLjTsajSBsdYc2qXNh0zGx82Ew_ZjYsPnYMvTiFHBKwwx_8286viClv9dMJpWTmbMkmqfcaQBiVBCU6QKJiTW0gVQQ-3ZddG21eTN8RiW15SsNp96I1ZUItw1BASmPdNRSHSYQZ-6zh9ZsStOqH7eRBXztku6hQWKwTlG7BWgc7pPJkbAepRBNDVymBjmm-VLrhSMvG8ay8LNQ8d04U0800qvVTcHmkRryHC4UD0AXXz3oLw363xw3-va7a0f3VOTs7KHc9sXsxe92JVtmYymGvRcDoPeGXKqR83VYvKaWh4tDgHl5AcGGnFReHFnJUKiz_kFk5KmRSwIzqKFaPDeAsOo2NAx0&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJOzmcwcd1nkcRoHAIv8P0H9c
Hugendubel,book_store,48.140321,11.5761057,"Theatinerstraße 11, München-Altstadt-Lehel",4.5,Book_store. Rating: 4.5.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN3d1ws1q-zpscRGsKSwckO-32rJHru5eUgHTurc9j2RztWhiA4JmHiGU4XEHdvnb6k6wnsogW7ajfVvroOXz2ATQhKYnYWHtC4YEsW-JNcDiUQbqLq-uNzwOKDYsf92n2xmCTt16S8P5h0twN2hHI1G4KPkGrzkz3LKtfGbPhlTz7v15RRpF7o29P9F52q2sM9ePoEq-9Txj1B5PhpxpcMbBKiYvIXAXFov88Zu_c8iH-vzS79OdkWn4uZMA4eSwqiFthVBmdH8xd1VTdT_YPQ1Sf0KFYaUuRUYrQnFclMR6hq2egUFk69nkIhA8TKP_Fh4_309G5sIzodukdx3CuLufH6IKFRW8zYqpbuysElbLTeOcXeyJ6FzyPQfa6p-t7ZWuEb-OyJSL3KZ9IxTTAIqaKarMO4h3pTOBd2NG_I_JIELhSLafoVyG1Wkw_u1pwem9iOiKa5SAy62cpTA0jIAaMw14rOcJJDjC7VbL8yQGxSGTlk6E65SgQMrVfKuvH2-AN4jLUpkdBPuvPF4PSLkM9bwFdyLdpv6rPDhU27DNklrjqNBY3hKmKB_VKEDuUAtBTRtdlnORtSymo4AgI2WlryLRCgDxGPeShcWh-ag33crbDtBTLrz41ZYyHJwG6YY5A&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJHdOYUUs_u0cRE0vuDUSs9OI
H. Hugendubel,book_store,48.1553684,11.5434138,"Maria-Luiko-Straße 54, München-Neuhausen-Nymphenburg",4.1,Book_store. Rating: 4.1.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN3BMwbaO7PIUN65tnpqQtk4SIAozD-MvId6SiYDzDLM27MExzMQtKteD281RRniGr6yD0eFtcqePOsfyHEsYvTA6jSKwe5mYymsFjQMf_an5MYjuIK7xFoMnZy8UGw5Q22LR03aIc4L-XTwLB6unAw8d4TBQ_Zn4aBHVaN-RNtNiFQhWohLKZxqUloLan7LF8CMCcKT__4DMKgK2Pj5LrxNvk4mSy0sUMogJwZu9vdWzNgmVXnLlLMImiHo3hBEgNPEEYO9uy9fJg82tM_NyeQ0_yyvR3RooREqC9EN9uQMkuuKUT1oaXvatfRZkpbOIduaGf66-_c&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJ3R6OgA12nkcRx899p2ka408
Theta Books GmbH,book_store,48.159947,11.5865253,"Beichstraße 12, München-Schwabing-Freimann",5,Book_store. Rating: 5.,,https://www.google.com/maps/place/?q=place_id:ChIJaU92wrh1nkcRTbJZOOQUWj8
Buchhandlung Rupprecht,book_store,48.15102530000001,11.5787498,"Amalienstraße 79, München-Maxvorstadt",4.4,Book_store. Rating: 4.4.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2T_UIeAVope7bJdv5-CS9PxQNUQ-pVtsSWECXBor8bR8P02KPo518nehR4v1vg-ObqZkuawFLxp-Pb-U5qGQolXY4goFUxgoOOcDM4KyUscdgcayPjFyycrF7VkYyNf38Zp8wjKxHNQ93xJFbGgqsYoIfUUduiuLwrcoGX2caBQfCZGf18VEN13Ujk6BQsr56yYU2INmjBWZlroyRIJHKQp9zfiM9s9h0Iib6C8NeqNjto8JhzXXupv5ThUJgrpd86hc8mAiCufM4so-HAlJnrr83rCGPe7N-8zH1U9XIZLURQ0i6WIkYxpQxaV4tTgo3HF2nHSf8&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJcV0vFOt1nkcR1kPgk2AeCBc
Oxfam Book Shop München,book_store,48.136936,11.572827,"Fürstenfelder Straße 7, München-Altstadt-Lehel",4.5,Book_store. Rating: 4.5.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0rAawwnciKMgvrBk_qCnLtVaVDZDnIQYO931iQpZxHdpmTIBQOjpt-cMbYIh4fQs65WulHkpRIFvhyexolZJ554fUy7aoyu57-5eZEkQvaLHv9jtidMdwE1IFjEC_ukUnwkJZS4EkRga6S3zoQRnHbU6Ape-ZoTpgsqR926XFXekNVmkYfBMGe8rbGANSWu44KE2ysvEcJreTKAfJuiJ6qfKE3dTyiF68QYtR-cWryOlhJMhMai5Qa6-FBJMn-mmLAaKym_mbLLPv7-QaCwaqViNkBYz2ctBWrIg4T97Lh0s9nBJooptYTrE8i6o2Mqn4hhlf_wXY&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJV_S_GfV1nkcRU031w92bwKk
lebhaft – Antiquitäten und Raritäten,book_store,48.15755999999999,11.5621172,"Schleißheimer Straße 81, München-Schwabing-West",4.3,Book_store. Rating: 4.3.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN3iDF4LJqY8C2dZSJWqSJ04jmipDEm4-vMrVsI65zPEWm3cVZZv4YeYCPv8VHDTelIjE0VUpdANCVmr_n-45Z6KdrHZGDV-McWJ5PzgKAm5zLwdqw6--vutQzizw3fOvjzrtZaFpIcSN9wP5VrWzu8lfYd_FAruBszwPTQKzluvQPTdrUN_D4XlufBpd7PVLd-o8tDg_bgaTm6QbG9PbXlzJ6pfeXUs9tfR-TRMvQAy5SbJ3G1tVFXBvnhxeRj_XZjnbVwps-5eu5tOyH-I--Pyon_EHbNAOM8eNRf5kZPaZ1rmxp6Acgsx9yKFgUYrJb5qNbAk18ZkiuvA1SkeQT0_hkEjxZAyC7uK4CjgeK0WCbKJfoybPJRNNmTAsneBXod01lGhIbYlCQPfS2kWwMN3SwFxCN6YviPvJq-98Aje9vpHoUvgVV97toZV3o0twucetWQ6gqLQUtBjQL6Egy5Hm36VUvkd4HRAo5Zo0cHAx2-uBmHuwnqDCfVwiSgpts7TcDkCn39ufz_FIzbmk6vCApxree0nE7F62wp4XT3GjzQfSbviOOFR-_EJkQcWb9dSXNb5hJH2T5-GzgmikQ4JC9ucu1hOlzBioYLZlqxh79bX2jmuYmddA8POAtkn1mNYPs5G&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJqVZHa951nkcRH9Wm4zxSbyI
Neo Tokyo Munich,book_store,48.1624011,11.5879526,"Haimhauserstraße 3, München",4.6,"Compact novelty store filled with a variety of manga & anime items, from books & toys to music.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN3iEVGDdeqVlKdTXXOJGPv1IduusiD-5wakqCiK2ICQjjelcV5pzUJTHxm21bu3kMgeIpX31g4ZE3KZxGKiE1ZtpICPgaIysqP0WJNKa1dS2L2w2RN_CRNKCBpic_VFT5p5gtT35bsjSfLAOb3CPVftpDNc-cBAigjMPu97nkaFlKG0fpfnUKmuqT7gRQqsh951oG-6Z8GRt7jF89KiZ5k7iNVSmUB63ZCAeTO_WZr_sIpbVHgEh8DYgSaTIXP3EmyMn-VbjabkHqSWBN-2_R5SeGQu2oNYNkI4tAqyGPGPjKNcrtTE9I84KNKfnB0IyI9XPxs60oi9LrMMBX7wj5ByuIAABzAMSC5MK6p9gQoW0CdeWvSut1FMG2Y7uhmUcFH6KaHx1e-YKngBl9CVdUh0P_Ed1F514s6NdyOYZgitfz0viw6bYaLYqPSbM0FS9V9HONkQM64nvTa811iE1Fon9lMoNisUOff0nDSIlXWDnTuNhdW1zPGJYMhRC-f_J_e-kmz7FzncRIwzOQXCm_mrUmiwwH1ab1cKHOV34sYGR2JB4kL1PNe3BHxVb-oMkSh1JDXOOj0aSIXX6w3n3pV2upY_TCEUbuw23fUTxdTue7_PTrdnsSBxC-1y0tIVG6IcKw&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJ4xM8Nrh1nkcRnj8rcGt8egk
Peter Langemann,book_store,48.1608777,11.588524,"Siegesstraße 28, München-Schwabing-Freimann",No rating,Book_store. Rating: No rating.,,https://www.google.com/maps/place/?q=place_id:ChIJ_5JSr9UDCUERx2a0Oldewd4
Literabella Buchhandlung,book_store,48.1604373,11.57286,"Isabellastraße 49, Ladeneingang, Hohenzollernstraße, München",4.7,Book_store. Rating: 4.7.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2-5U_dkNIlR6iXQSbBbJulNap221xjQKJdHbnD_PGawarcGv-nNxUFFlu4TcQ4XVcwcLUT4Q5YPVC8GGzM70RtFZtWNLPZVx4Izhe5VpicKZXbxxdlveVJa-k2dMjYdl3luMGM2_OieNoIP3QOddc51z8TSUk_RuTFvDIkuYvBjB06slBzQqLJsf5IfQbXwgVWnJU8-ymwZxXU8tw1XTIUEaMdS7g2LusMWSr4Wrf3ouRM219KhQVlZxbxBiS3SmfBp91yTtFG2cBACIxn-kbX__x7HaVQ6eYjYOiSobSO2ad0_LX-XOEn5m1FSLV8q8puk_pvn9g&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJxdx7n8R1nkcRifK881LFI_4
Bücher Lentner GmbH,book_store,48.1378366,11.575188,"Marienplatz 8, München-Altstadt-Lehel",4.7,Book_store. Rating: 4.7.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2t_zRnQjZ0lB0Y3t9e2zeah1r5hjzUpLzB_K4fd7I1IAxX7PHGyJN-1U30IeTAnTOPke1sbltarBRes84pv26Cq0UC0ruK8WTFnISyXtsKtByZ3hJZcDttzbDX0JsCxPsHRjQzroU99ndhqnYuaNPPR9aTDdV8VIRUP8QagRKM0I9_sBayuboLblvYoZhaVMvANRh-zGCRVY7MdclwDE15iLW1xWJnXc72tgI_7lnklRlCxfNJQjtvizKIERxV1SQp99kdysPBrlEMMmX1LfDo1Tzlwxc6Ldn4F18ieST4YHnreTpc4KB0BGHylIb-IwmpUwwTP5w8Pt_MMdMyV0ltUaNxQCzTiFM2aiL-UPN8P25ajPyY5zBzKKKihQ1QxkpV-Y34zYLUzT2CTmTDFQ48rHYvlo8vgc-kxpQ6wfplaWmGtYQI_nZipYb9PyUs-MUfHXpTMjfJLyDJDZ8rRebKgFNTyMgXMJeYk1B4Xvv3Yp5gq5bdY9nORacjZCG5NqLYtwC1KpfGoPVDtsiY-FmfYFcNFR0EUH9NQlbGF2SCSlz7o3K2_oZsszRo5CzFW9i8bC28ptqdHZDpMygeLSEK0eksD2K7Bp0mrkqPgNXN5P3WZ9xxdUriV5GYmhz9ZNqgNzIv&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJmUcZMIt1nkcRh_lB3VBwTSE
Words' Worth,book_store,48.1492917,11.5790361,"Schellingstraße 3, München-Maxvorstadt",4.4,Book_store. Rating: 4.4.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN1n873YE8qUr9--NH2JV1pZWuQgm7r6fMSionmY0dmePLsChEuxWUUMbWBYIQtRQMBoyHz8ZSXYmXZTVepuPlt2NWRKKvJdX60gAx__cDKOQQ1SewbL0mZW7Yslp2W7v4fCOrbXvOh5NRLu__hyr_xeqL-1246q8ZgQwjeiV5gpxJYrOAmpjDKXl6DYxdf6-5POeCGl0BAIhsdVRLvpm2Sdf4FXs-RTZdv6b9ttV6rQJiPU25Z3vEQM3-KDRpljKEF7XKCTHEU6bUFGfYnXbcPWwz64zgiNED1H6tICGB03YqoYATkIVk-IWlY2YQWjLh3lD_gklrGod4_BSfnFaIP7LJxISrKrArrThBjGM8GztTwlwIAsfW68IsfY7OhX2Wx7ejr7Vd0EXNjEVKKQSu-iwTTTAUXFtA91v9fos3tSTn9uA2Z9BWwI2PXBdJuEXLVGQCPfXIrOkRpJPR1z6q6T8PqyR1H0bMib0hErutWl53fYv8UlewmbW1Ik2m-PB6Sw3xr405YbI5KRq0I3e-TlYIPURKstIF-wtp5aQgscSJ21CzNZpyBHw0_m1y9S6Vm8TjXXs5k_c4h6uqn5ub6WMq-sos2FYYaX6LF4XiHTsE9qM8LoEZsupObKdNDoq_uDtQ&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJez4xqex1nkcRGXPeeCgqTww
Hartung & Hartung Antiquariat - Auktionen,book_store,48.14520539999999,11.5697956,"Karolinenplatz 5A, München-Maxvorstadt",4.3,Book_store. Rating: 4.3.,,https://www.google.com/maps/place/?q=place_id:ChIJrYnX5vF1nkcRfAP6nZPTnes
Dombuchhandlung München GmbH,book_store,48.1389848,11.5737034,"Frauenplatz 14A, München",4.6,Book_store. Rating: 4.6.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0rY_lCrAUs8vaOOQba39k4Fj0QgT8hSEF3BZU6U0_X1dcm-YI07d3eSpwPtMhuqgK8rLAAtC7XcGOsFus14pcag00J2bpfOGLCWGIzDzlvjXkWqmTIPKJd7TqnJQjpKCeVuA5MFm1ijRwILOIqinuzsFKDoriMCtqh3dWzh5qWY-6AKIlXw1UmlSij8Kb3Z_ErBP1IMItWGFl6kTVxgIecc3rXZXXSCXZFkkPVpMoa0J0H56Xa_21ZoVuwD1u4DlYe--KKC_vl-TojLE1enj3Sqwv3BlGJCHRA4SxzOR9TLCGdao9SfGXc5bgAUROYnBOhtvabhPqW_3Zz1J1036lcqMDHvQfjG8uVkNB7S1anyfPbbGyiuQeqgNL1vrhqG6ADc90OP-oJbfWceceKnvlQfQttXgOagPLLuN_Tf5tP4tQZyffWbw-XFzxOp001P0IdgqHaO7PRjs7Jy3h3ABWbn_YQDO2R8adgktl5QpqBDDIH0DGhmNq4u8nUzIxQUbqXMbvK42ZPqLEbN5xbKs8IHHwBLoe5gfLDjuYcl-1egvkUn3XFoMPLEXulXaD--G19TXD2b86fN0bFuY8x5hHKCvsXvTADjR5ROvHHWdMs4WltuO_SlaHSZDKVBQncugo-DA&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJYX9kkfR1nkcRdFMlcnUMOv0
Die Buchhandlung am Nordbad,book_store,48.1595676,11.5636765,"Elisabethstraße 55, München",5,Book_store. Rating: 5.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN3BU2_OPRNAuoDlzgbhQmTFQzgukz8ZthBVsoOAvULxLjgwtKqp2AIGDneiHad1lVTo1l9KNC8Na-HDbcqx0802zkzprf4Y_7ac_nuJXeqiiBlm8zXmV8tO85j9L7_uYbB6G2xm3SNX_zJpri-rN8LwAYOqnReITJzXwZ83q1wnL8Bbd_-ZHUUK37Xy_9onQzDBghgWoDay5Ps6285zGg694-u7wvfUBhwlVGdeqsix3a2fC0FA6-aFMxo-4OU5OKHTpdgzetH7h__BMCtec5OrddmC0la3jY3dvApcwGjIT-pf-JrQnj2K1sc6gPo5KwwzfWqQj6Y&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJ47vPmd51nkcRdOcqIIiR-xU
Press & Books,book_store,48.14059959999999,11.5589795,"Arnulfstraße 3, München-Ludwigsvorstadt-Isarvorstadt",2.3,Book_store. Rating: 2.3.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2riRM9YKxRzbQ8Az_S3Hv8G3Y5MiP_WOCjZsY7vkpwVmN8opuHlcUlRpHXOBe_HKn9VlZ7_GLY9V40XjjBaXJzxKtBaYn1RPQMN5ySEYjBgdXKg5mIbiAMd_WGRvjSS23rjFRpgeND7E8tu9hUKW81QPgfl-YkpSWL5EShX11YePH4B7rQjnc85GB1XZ_uk8G3fx1NleQGxbx7KlI-AIYZPbtzMyEa73tcAc33gQZK4o_zGy8wHIIYgogtOozsOEyvY_LvnCk7n9ycwdErPqDG5Zo5Xm4cw3ypYtHKQNjMtruFGV3MLjI1DaHUdM1L6roMKUTDcD99qDo6W_Af82Ax6zfLVudzbQjVT_apiaSZKvYmPcmZvlJQemdUA61XZbSahb7wjB1Wg8Mk8JMJtCWQs0v0_DSbtnXHQYNO9hfFqBw2cNj10gMNkLxeqcojxZX-eDydnQ-DzsPGmRSMdnu5zP81dgePz1OAGs5lMzGEKzIvqyAFfU4EPsREvqRzEaR7kScZ1h0Ba6iHmFBA0wKELSMGwM5d4SFf3DafqZ8bkDUA0F9whJ_rkbxC2ru-3LNqGeE0KvuagASlE_qro6ElwLVMR06xWtxnEmS9k_yGGbhG60os9RK1GCuXewag&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJPSnkW_l1nkcRDyAWp-XSaaE
